node_id,cluster_id,cluster_size
1982,0,1372
1987,0,1372
1990,0,1372
1999,0,1372
2031,0,1372
2037,0,1372
2038,0,1372
2043,0,1372
2053,0,1372
2054,0,1372
2056,0,1372
2057,0,1372
2061,0,1372
2065,0,1372
2071,0,1372
2075,0,1372
2091,0,1372
2093,0,1372
2097,0,1372
2123,0,1372
2142,0,1372
2149,0,1372
2167,0,1372
2183,0,1372
2188,0,1372
2218,0,1372
2223,0,1372
2224,0,1372
2226,0,1372
2228,0,1372
2233,0,1372
2236,0,1372
2240,0,1372
2246,0,1372
2255,0,1372
2259,0,1372
2268,0,1372
2271,0,1372
2274,0,1372
2275,0,1372
2278,0,1372
2280,0,1372
2283,0,1372
2302,0,1372
2305,0,1372
2322,0,1372
2323,0,1372
2330,0,1372
2341,0,1372
2356,0,1372
2360,0,1372
2363,0,1372
2382,0,1372
2385,0,1372
2401,0,1372
2408,0,1372
2418,0,1372
2419,0,1372
2425,0,1372
2438,0,1372
2439,0,1372
2440,0,1372
2461,0,1372
2465,0,1372
2467,0,1372
2494,0,1372
2501,0,1372
2519,0,1372
2529,0,1372
2549,0,1372
2551,0,1372
2553,0,1372
2573,0,1372
2580,0,1372
2587,0,1372
2596,0,1372
2603,0,1372
2610,0,1372
2613,0,1372
2625,0,1372
2634,0,1372
2637,0,1372
2648,0,1372
2663,0,1372
2676,0,1372
2685,0,1372
2706,0,1372
2725,0,1372
2727,0,1372
2732,0,1372
2765,0,1372
2780,0,1372
2793,0,1372
2795,0,1372
2808,0,1372
2835,0,1372
2838,0,1372
2839,0,1372
2851,0,1372
2886,0,1372
2895,0,1372
2900,0,1372
2901,0,1372
2927,0,1372
2932,0,1372
2935,0,1372
2955,0,1372
2964,0,1372
2966,0,1372
2990,0,1372
3005,0,1372
3012,0,1372
3016,0,1372
3032,0,1372
3034,0,1372
3038,0,1372
3065,0,1372
3067,0,1372
3069,0,1372
3074,0,1372
3078,0,1372
3090,0,1372
3111,0,1372
3117,0,1372
3133,0,1372
3136,0,1372
3142,0,1372
3145,0,1372
3168,0,1372
3172,0,1372
3202,0,1372
3204,0,1372
3219,0,1372
3222,0,1372
3223,0,1372
3241,0,1372
3242,0,1372
3243,0,1372
3244,0,1372
3260,0,1372
3265,0,1372
3276,0,1372
3291,0,1372
3297,0,1372
3302,0,1372
3308,0,1372
3323,0,1372
3337,0,1372
3343,0,1372
3366,0,1372
3372,0,1372
3391,0,1372
3405,0,1372
3406,0,1372
3412,0,1372
3428,0,1372
3430,0,1372
3435,0,1372
3440,0,1372
3447,0,1372
3452,0,1372
3460,0,1372
3469,0,1372
3485,0,1372
3486,0,1372
3517,0,1372
3531,0,1372
3550,0,1372
3567,0,1372
3570,0,1372
3571,0,1372
3596,0,1372
3603,0,1372
3614,0,1372
3619,0,1372
3636,0,1372
3653,0,1372
3659,0,1372
3673,0,1372
3689,0,1372
3695,0,1372
3710,0,1372
3717,0,1372
3734,0,1372
3739,0,1372
3740,0,1372
3775,0,1372
3805,0,1372
3819,0,1372
3826,0,1372
3840,0,1372
3841,0,1372
3856,0,1372
3858,0,1372
3865,0,1372
3867,0,1372
3882,0,1372
3894,0,1372
3896,0,1372
3923,0,1372
3928,0,1372
3937,0,1372
3940,0,1372
3969,0,1372
3993,0,1372
3994,0,1372
4002,0,1372
4009,0,1372
4013,0,1372
4043,0,1372
4046,0,1372
4048,0,1372
4050,0,1372
4075,0,1372
4095,0,1372
4109,0,1372
4126,0,1372
4136,0,1372
4139,0,1372
4140,0,1372
4158,0,1372
4161,0,1372
4163,0,1372
4168,0,1372
4198,0,1372
4199,0,1372
4201,0,1372
4208,0,1372
4231,0,1372
4236,0,1372
4252,0,1372
4264,0,1372
4266,0,1372
4291,0,1372
4330,0,1372
4335,0,1372
4349,0,1372
4350,0,1372
4397,0,1372
4406,0,1372
4416,0,1372
4422,0,1372
4424,0,1372
4430,0,1372
4431,0,1372
4456,0,1372
4481,0,1372
4490,0,1372
4501,0,1372
4502,0,1372
4506,0,1372
4524,0,1372
4550,0,1372
4573,0,1372
4574,0,1372
4576,0,1372
4591,0,1372
4601,0,1372
4606,0,1372
4616,0,1372
4627,0,1372
4629,0,1372
4675,0,1372
4737,0,1372
4740,0,1372
4751,0,1372
4792,0,1372
4795,0,1372
4810,0,1372
4814,0,1372
4822,0,1372
4829,0,1372
4832,0,1372
4835,0,1372
4837,0,1372
4838,0,1372
4842,0,1372
4848,0,1372
4854,0,1372
4863,0,1372
4871,0,1372
4951,0,1372
4953,0,1372
4976,0,1372
5002,0,1372
5010,0,1372
5026,0,1372
5076,0,1372
5079,0,1372
5083,0,1372
5093,0,1372
5105,0,1372
5107,0,1372
5126,0,1372
5130,0,1372
5138,0,1372
5158,0,1372
5162,0,1372
5172,0,1372
5173,0,1372
5174,0,1372
5179,0,1372
5204,0,1372
5206,0,1372
5224,0,1372
5225,0,1372
5232,0,1372
5233,0,1372
5234,0,1372
5256,0,1372
5266,0,1372
5280,0,1372
5291,0,1372
5311,0,1372
5325,0,1372
5337,0,1372
5339,0,1372
5340,0,1372
5366,0,1372
5371,0,1372
5392,0,1372
5394,0,1372
5403,0,1372
5486,0,1372
5488,0,1372
5499,0,1372
5501,0,1372
5516,0,1372
5521,0,1372
5537,0,1372
5542,0,1372
5554,0,1372
5556,0,1372
5562,0,1372
5566,0,1372
5569,0,1372
5571,0,1372
5574,0,1372
5580,0,1372
5583,0,1372
5587,0,1372
5591,0,1372
5592,0,1372
5598,0,1372
5599,0,1372
5604,0,1372
5613,0,1372
5614,0,1372
5621,0,1372
5625,0,1372
5627,0,1372
5629,0,1372
5635,0,1372
5636,0,1372
5640,0,1372
5645,0,1372
5651,0,1372
5654,0,1372
5655,0,1372
5656,0,1372
5657,0,1372
5659,0,1372
5661,0,1372
5671,0,1372
5675,0,1372
5676,0,1372
5692,0,1372
5703,0,1372
5704,0,1372
5709,0,1372
5710,0,1372
5732,0,1372
5739,0,1372
5746,0,1372
5766,0,1372
5767,0,1372
5769,0,1372
5771,0,1372
5773,0,1372
5774,0,1372
5779,0,1372
5780,0,1372
5800,0,1372
5820,0,1372
5823,0,1372
5837,0,1372
5839,0,1372
5843,0,1372
5860,0,1372
5864,0,1372
5865,0,1372
5873,0,1372
5887,0,1372
5889,0,1372
5900,0,1372
5936,0,1372
5938,0,1372
5977,0,1372
5993,0,1372
5996,0,1372
6003,0,1372
6024,0,1372
6026,0,1372
6036,0,1372
6039,0,1372
6042,0,1372
6048,0,1372
6059,0,1372
6064,0,1372
6070,0,1372
6076,0,1372
6093,0,1372
6104,0,1372
6118,0,1372
6144,0,1372
6150,0,1372
6156,0,1372
6161,0,1372
6166,0,1372
6174,0,1372
6178,0,1372
6210,0,1372
6220,0,1372
6245,0,1372
6254,0,1372
6256,0,1372
6257,0,1372
6258,0,1372
6259,0,1372
6272,0,1372
6278,0,1372
6280,0,1372
6296,0,1372
6299,0,1372
6307,0,1372
6315,0,1372
6320,0,1372
6321,0,1372
6326,0,1372
6333,0,1372
6353,0,1372
6367,0,1372
6371,0,1372
6373,0,1372
6389,0,1372
6390,0,1372
6402,0,1372
6407,0,1372
6411,0,1372
6435,0,1372
6436,0,1372
6440,0,1372
6443,0,1372
6449,0,1372
6468,0,1372
6472,0,1372
6475,0,1372
6476,0,1372
6477,0,1372
6481,0,1372
6486,0,1372
6487,0,1372
6490,0,1372
6494,0,1372
6496,0,1372
6505,0,1372
6511,0,1372
6512,0,1372
6519,0,1372
6520,0,1372
6524,0,1372
6528,0,1372
6531,0,1372
6532,0,1372
6538,0,1372
6549,0,1372
6551,0,1372
6562,0,1372
6563,0,1372
6568,0,1372
6569,0,1372
6574,0,1372
6586,0,1372
6587,0,1372
6588,0,1372
6590,0,1372
6593,0,1372
6602,0,1372
6605,0,1372
6623,0,1372
6634,0,1372
6654,0,1372
6658,0,1372
6673,0,1372
6676,0,1372
6680,0,1372
6687,0,1372
6690,0,1372
6694,0,1372
6697,0,1372
6712,0,1372
6718,0,1372
6723,0,1372
6738,0,1372
6745,0,1372
6752,0,1372
6754,0,1372
6762,0,1372
6763,0,1372
6764,0,1372
6772,0,1372
6775,0,1372
6776,0,1372
6779,0,1372
6783,0,1372
6784,0,1372
6789,0,1372
6791,0,1372
6799,0,1372
6804,0,1372
6808,0,1372
6809,0,1372
6821,0,1372
6825,0,1372
6839,0,1372
6843,0,1372
6845,0,1372
6847,0,1372
6860,0,1372
6866,0,1372
6883,0,1372
6892,0,1372
6902,0,1372
6904,0,1372
6905,0,1372
6909,0,1372
6912,0,1372
6918,0,1372
6924,0,1372
6927,0,1372
6944,0,1372
6957,0,1372
6963,0,1372
6967,0,1372
6969,0,1372
6979,0,1372
6990,0,1372
7007,0,1372
7021,0,1372
7022,0,1372
7024,0,1372
7036,0,1372
7038,0,1372
7041,0,1372
7055,0,1372
7080,0,1372
7082,0,1372
7083,0,1372
7094,0,1372
7098,0,1372
7105,0,1372
7112,0,1372
7113,0,1372
7120,0,1372
7122,0,1372
7125,0,1372
7139,0,1372
7141,0,1372
7146,0,1372
7148,0,1372
7153,0,1372
7162,0,1372
7166,0,1372
7173,0,1372
7229,0,1372
7230,0,1372
7240,0,1372
7278,0,1372
7279,0,1372
7287,0,1372
7320,0,1372
7324,0,1372
7345,0,1372
7356,0,1372
7364,0,1372
7377,0,1372
7392,0,1372
7413,0,1372
7422,0,1372
7429,0,1372
7434,0,1372
7458,0,1372
7466,0,1372
7509,0,1372
7557,0,1372
7565,0,1372
7572,0,1372
7575,0,1372
7577,0,1372
7578,0,1372
7582,0,1372
7585,0,1372
7593,0,1372
7594,0,1372
7600,0,1372
7603,0,1372
7606,0,1372
7607,0,1372
7609,0,1372
7611,0,1372
7613,0,1372
7621,0,1372
7623,0,1372
7624,0,1372
7628,0,1372
7632,0,1372
7656,0,1372
7659,0,1372
7663,0,1372
7664,0,1372
7665,0,1372
7670,0,1372
7674,0,1372
7675,0,1372
7689,0,1372
7692,0,1372
7695,0,1372
7699,0,1372
7704,0,1372
7710,0,1372
7712,0,1372
7714,0,1372
7715,0,1372
7717,0,1372
7721,0,1372
7727,0,1372
7730,0,1372
7732,0,1372
7733,0,1372
7737,0,1372
7741,0,1372
7742,0,1372
7744,0,1372
7745,0,1372
7747,0,1372
7751,0,1372
7754,0,1372
7758,0,1372
7760,0,1372
7761,0,1372
7762,0,1372
7763,0,1372
7765,0,1372
7768,0,1372
7777,0,1372
7781,0,1372
7785,0,1372
7789,0,1372
7791,0,1372
7792,0,1372
7799,0,1372
7802,0,1372
7805,0,1372
7810,0,1372
7811,0,1372
7812,0,1372
7820,0,1372
7823,0,1372
7840,0,1372
7849,0,1372
7856,0,1372
7858,0,1372
7860,0,1372
7861,0,1372
7864,0,1372
7865,0,1372
7866,0,1372
7867,0,1372
7876,0,1372
7877,0,1372
7880,0,1372
7881,0,1372
7885,0,1372
7890,0,1372
7892,0,1372
7900,0,1372
7904,0,1372
7908,0,1372
7913,0,1372
7925,0,1372
7927,0,1372
7930,0,1372
7935,0,1372
7936,0,1372
7938,0,1372
7939,0,1372
7940,0,1372
7947,0,1372
7948,0,1372
7952,0,1372
7956,0,1372
7960,0,1372
7967,0,1372
7970,0,1372
7972,0,1372
7973,0,1372
7987,0,1372
7990,0,1372
7991,0,1372
7992,0,1372
7993,0,1372
7995,0,1372
7996,0,1372
7997,0,1372
7998,0,1372
7999,0,1372
8000,0,1372
8004,0,1372
8013,0,1372
8019,0,1372
8021,0,1372
8022,0,1372
8024,0,1372
8026,0,1372
8027,0,1372
8029,0,1372
8031,0,1372
8034,0,1372
8041,0,1372
8057,0,1372
8059,0,1372
8062,0,1372
8063,0,1372
8064,0,1372
8065,0,1372
8066,0,1372
8069,0,1372
8070,0,1372
8072,0,1372
8095,0,1372
8098,0,1372
8106,0,1372
8108,0,1372
8117,0,1372
8125,0,1372
8129,0,1372
8131,0,1372
8135,0,1372
8136,0,1372
8150,0,1372
8153,0,1372
8154,0,1372
8159,0,1372
8160,0,1372
8162,0,1372
8163,0,1372
8165,0,1372
8170,0,1372
8186,0,1372
4,1,8
5866,1,8
8204,1,8
7795,1,8
8759,1,8
8376,1,8
9434,1,8
4476,1,8
8,2,24
4748,2,24
272,2,24
7958,2,24
5795,2,24
9388,2,24
436,2,24
8761,2,24
8379,2,24
1216,2,24
8769,2,24
7882,2,24
7889,2,24
727,2,24
732,2,24
733,2,24
8800,2,24
1512,2,24
1394,2,24
7284,2,24
1908,2,24
8696,2,24
8060,2,24
8061,2,24
5945,3,3
9083,3,3
30,3,3
8841,4,22
8842,4,22
7439,4,22
2840,4,22
37,4,22
2597,4,22
3631,4,22
3128,4,22
66,4,22
5066,4,22
8139,4,22
7886,4,22
2131,4,22
2138,4,22
7771,4,22
1766,4,22
5737,4,22
1261,4,22
3310,4,22
369,4,22
1529,4,22
5117,4,22
64,5,2
8435,5,2
3238,6,8
6346,6,8
907,6,8
78,6,8
7984,6,8
2161,6,8
4850,6,8
8243,6,8
772,7,5
2087,7,5
8530,7,5
86,7,5
892,7,5
3200,8,35
1409,8,35
6530,8,35
1546,8,35
7180,8,35
2205,8,35
287,8,35
1064,8,35
6570,8,35
6060,8,35
4018,8,35
7090,8,35
1076,8,35
567,8,35
5818,8,35
6851,8,35
2899,8,35
1369,8,35
89,8,35
7910,8,35
616,8,35
6506,8,35
8684,8,35
6637,8,35
3566,8,35
1391,8,35
2416,8,35
2289,8,35
9074,8,35
8443,8,35
2422,8,35
7671,8,35
4088,8,35
1019,8,35
127,8,35
1600,9,8
5062,9,8
2376,9,8
878,9,8
110,9,8
4052,9,8
2902,9,8
8439,9,8
1539,10,110
8195,10,110
5638,10,110
5128,10,110
4617,10,110
5642,10,110
3608,10,110
542,10,110
3102,10,110
4644,10,110
9768,10,110
6709,10,110
1591,10,110
9273,10,110
5706,10,110
5198,10,110
3662,10,110
9300,10,110
6233,10,110
2140,10,110
6750,10,110
113,10,110
630,10,110
5757,10,110
2176,10,110
645,10,110
5772,10,110
144,10,110
8338,10,110
9368,10,110
153,10,110
155,10,110
156,10,110
9373,10,110
1182,10,110
1185,10,110
164,10,110
9383,10,110
3755,10,110
5803,10,110
5805,10,110
5807,10,110
7857,10,110
691,10,110
6324,10,110
1726,10,110
1218,10,110
7883,10,110
6863,10,110
6352,10,110
728,10,110
736,10,110
230,10,110
2281,10,110
7916,10,110
7917,10,110
7922,10,110
2295,10,110
5881,10,110
257,10,110
6403,10,110
5382,10,110
7943,10,110
277,10,110
6423,10,110
2331,10,110
6940,10,110
1824,10,110
4386,10,110
805,10,110
809,10,110
1834,10,110
810,10,110
320,10,110
1859,10,110
6471,10,110
844,10,110
1872,10,110
6483,10,110
3419,10,110
9057,10,110
4449,10,110
5999,10,110
3451,10,110
5005,10,110
8078,10,110
8082,10,110
8083,10,110
8085,10,110
8087,10,110
9625,10,110
7579,10,110
7580,10,110
6565,10,110
6056,10,110
3497,10,110
2488,10,110
8645,10,110
8151,10,110
2530,10,110
1508,10,110
8171,10,110
4592,10,110
1009,10,110
8176,10,110
2039,10,110
7673,10,110
6140,10,110
1533,10,110
2046,10,110
2626,11,6
3402,11,6
8914,11,6
114,11,6
1459,11,6
6682,11,6
771,12,23
4749,12,23
5518,12,23
401,12,23
146,12,23
7194,12,23
7837,12,23
1955,12,23
8489,12,23
6704,12,23
189,12,23
192,12,23
2116,12,23
1879,12,23
3160,12,23
8417,12,23
1253,12,23
3429,12,23
8550,12,23
5098,12,23
621,12,23
2681,12,23
1662,12,23
5697,13,2
170,13,2
7872,14,7
3718,14,7
172,14,7
1454,14,7
9460,14,7
6196,14,7
9461,14,7
180,15,2
310,15,2
8961,16,19
7813,16,19
6664,16,19
8717,16,19
5268,16,19
6684,16,19
6949,16,19
7597,16,19
8879,16,19
184,16,19
7225,16,19
4045,16,19
4175,16,19
2127,16,19
3925,16,19
4705,16,19
1645,16,19
622,16,19
9709,16,19
3524,17,13
8586,17,13
8779,17,13
1550,17,13
4527,17,13
7827,17,13
9267,17,13
3444,17,13
438,17,13
8795,17,13
5723,17,13
222,17,13
763,17,13
4866,18,25
8579,18,25
3205,18,25
7176,18,25
4875,18,25
7440,18,25
9248,18,25
2468,18,25
5541,18,25
7591,18,25
9517,18,25
2485,18,25
7989,18,25
4279,18,25
2249,18,25
4041,18,25
5068,18,25
7888,18,25
4570,18,25
5610,18,25
6123,18,25
749,18,25
632,18,25
6649,18,25
253,18,25
265,19,3
8259,19,3
6377,19,3
6727,20,5
7788,20,5
273,20,5
1434,20,5
9148,20,5
6888,21,4
2611,21,4
341,21,4
8887,21,4
8251,22,2
366,22,2
388,23,10
1764,23,10
3079,23,10
4488,23,10
7734,23,10
7735,23,10
5240,23,10
1277,23,10
1278,23,10
1279,23,10
8352,24,11
5729,24,11
393,24,11
9387,24,11
1932,24,11
1326,24,11
721,24,11
9458,24,11
5491,24,11
599,24,11
2203,24,11
2688,25,42
7680,25,42
2691,25,42
7815,25,42
394,25,42
7953,25,42
1300,25,42
5146,25,42
5148,25,42
7328,25,42
2338,25,42
2852,25,42
3754,25,42
2222,25,42
3119,25,42
7731,25,42
3763,25,42
4664,25,42
2872,25,42
3770,25,42
1723,25,42
2491,25,42
9413,25,42
6856,25,42
1225,25,42
3407,25,42
6607,25,42
1496,25,42
8025,25,42
2649,25,42
475,25,42
7397,25,42
8295,25,42
3561,25,42
6510,25,42
3823,25,42
7793,25,42
8179,25,42
1651,25,42
7676,25,42
8830,25,42
2687,25,42
1353,26,8
1355,26,8
1621,26,8
406,26,8
4696,26,8
1625,26,8
9244,26,8
9245,26,8
2088,27,4
8387,27,4
2917,27,4
430,27,4
2959,28,3
8834,28,3
431,28,3
5241,29,9
2180,29,9
807,29,9
679,29,9
8649,29,9
5034,29,9
5136,29,9
953,29,9
443,29,9
705,30,6
1347,30,6
6790,30,6
458,30,6
3089,30,6
8055,30,6
1416,31,3
8058,31,3
461,31,3
462,32,5
3315,32,5
4886,32,5
472,32,5
5242,32,5
580,33,18
9414,33,18
6535,33,18
7847,33,18
2221,33,18
2862,33,18
2095,33,18
2256,33,18
6609,33,18
3891,33,18
3892,33,18
8148,33,18
9785,33,18
6302,33,18
476,33,18
3965,33,18
7870,33,18
8255,33,18
4513,34,3
491,34,3
8134,34,3
1665,35,12
