node_id,cluster_id,cluster_size
961,35,12
3491,35,12
4985,35,12
1098,35,12
9099,35,12
685,35,12
5997,35,12
2480,35,12
5777,35,12
505,35,12
1244,35,12
7942,36,8
1417,36,8
1067,36,8
3344,36,8
2456,36,8
6009,36,8
604,36,8
510,36,8
536,37,3
6231,37,3
8392,37,3
1411,38,2
581,38,2
9251,39,11
655,39,11
1105,39,11
657,39,11
2513,39,11
9139,39,11
5905,39,11
1750,39,11
6386,39,11
4923,39,11
4445,39,11
672,40,2
8128,40,2
8516,41,13
9351,41,13
9353,41,13
9354,41,13
688,41,13
9201,41,13
5715,41,13
8788,41,13
9141,41,13
8500,41,13
5716,41,13
8789,41,13
8253,41,13
824,42,4
6276,42,4
741,42,4
5840,42,4
780,43,6
783,43,6
9335,43,6
5528,43,6
5531,43,6
6686,43,6
4889,44,3
8754,44,3
811,44,3
976,45,3
955,45,3
823,45,3
6459,46,4
3035,46,4
7945,46,4
831,46,4
4694,47,4
842,47,4
843,47,4
5222,47,4
8571,48,4
6521,48,4
851,48,4
895,48,4
7784,49,4
869,49,4
4246,49,4
1239,49,4
9735,50,3
5677,50,3
887,50,3
8510,51,8
4516,51,8
5894,51,8
915,51,8
6451,51,8
2711,51,8
1178,51,8
9726,51,8
2336,52,11
1476,52,11
8298,52,11
7786,52,11
7980,52,11
9360,52,11
7569,52,11
946,52,11
7608,52,11
1595,52,11
2367,52,11
7617,53,4
1762,53,4
979,53,4
3751,53,4
3961,54,3
988,54,3
7845,54,3
1041,55,2
3546,55,2
9505,56,4
1043,56,4
8252,56,4
6740,56,4
6873,57,3
1082,57,3
7711,57,3
3842,58,25
7814,58,25
7817,58,25
4618,58,25
5132,58,25
6933,58,25
6934,58,25
7583,58,25
5535,58,25
4258,58,25
7587,58,25
2343,58,25
8871,58,25
8111,58,25
2231,58,25
7740,58,25
7614,58,25
6334,58,25
1086,58,25
7615,58,25
4682,58,25
9044,58,25
7776,58,25
7794,58,25
3582,58,25
1284,59,2
1103,59,2
1113,60,4
7875,60,4
1805,60,4
4686,60,4
1128,61,3
7131,61,3
8155,61,3
6583,62,3
1130,62,3
4911,62,3
3536,63,2
1138,63,2
7023,64,4
1180,64,4
1453,64,4
7244,64,4
1194,65,2
7428,65,2
7156,66,2
1198,66,2
1210,67,2
1212,67,2
1296,68,4
1312,68,4
2051,68,4
6540,68,4
1314,69,5
1444,69,5
2374,69,5
2154,69,5
1647,69,5
5811,70,3
1356,70,3
7078,70,3
3362,71,3
7242,71,3
1428,71,3
8310,72,2
1479,72,2
1577,73,3
8042,73,3
9135,73,3
1601,74,2
7703,74,2
1688,75,3
8145,75,3
8583,75,3
1761,76,2
3564,76,2
1778,77,2
8398,77,2
1962,78,3
2101,78,3
1831,78,3
4865,79,7
8173,79,7
8174,79,7
1854,79,7
7894,79,7
8285,79,7
8286,79,7
1857,80,6
1954,80,6
5094,80,6
9100,80,6
3378,80,6
6392,80,6
7361,81,2
1925,81,2
3545,82,3
6378,82,3
1965,82,3
9796,83,7
5445,83,7
2821,83,7
8752,83,7
9681,83,7
3059,83,7
2005,83,7
6667,84,6
9708,84,6
2128,84,6
3926,84,6
7226,84,6
6206,84,6
2156,85,2
2157,85,2
8544,86,3
5313,86,3
2319,86,3
8358,87,9
4843,87,9
7629,87,9
8017,87,9
2354,87,9
4723,87,9
5594,87,9
4030,87,9
5695,87,9
8619,88,3
8405,88,3
2503,88,3
9641,89,5
9001,89,5
8459,89,5
4342,89,5
2583,89,5
2744,90,2
2655,90,2
8144,91,2
2939,91,2
9272,92,4
2954,92,4
8484,92,4
5802,92,4
9089,93,6
3299,93,6
5670,93,6
6385,93,6
6141,93,6
3007,93,6
9563,94,2
3068,94,2
9459,95,2
3071,95,2
5632,96,2
3126,96,2
4301,97,4
3445,97,4
9349,97,4
3143,97,4
4564,98,2
3196,98,2
3266,99,4
7655,99,4
3661,99,4
3935,99,4
8261,100,6
9445,100,6
7790,100,6
3279,100,6
9404,100,6
9406,100,6
3365,101,5
4238,101,5
3635,101,5
7801,101,5
8122,101,5
4593,102,3
4586,102,3
3397,102,3
7165,103,2
3446,103,2
3862,104,2
3487,104,2
3731,105,2
3503,105,2
3632,106,3
6628,106,3
3526,106,3
3576,107,2
6585,107,2
9496,108,2
3580,108,2
3641,109,3
8865,109,3
7657,109,3
7681,110,2
3650,110,2
8819,111,3
8308,111,3
3654,111,3
3745,112,2
7662,112,2
3761,113,2
6859,113,2
7630,114,2
3846,114,2
3864,115,2
4609,115,2
6523,116,3
3893,116,3
7807,116,3
3905,117,3
6972,117,3
8037,117,3
8448,118,2
4067,118,2
5664,119,2
4372,119,2
4484,120,3
7909,120,3
9286,120,3
9288,121,3
7906,121,3
4486,121,3
4680,122,2
8607,122,2
7724,123,2
4967,123,2
8738,124,5
8739,124,5
5634,124,5
8741,124,5
5273,124,5
5346,125,2
7934,125,2
9441,126,2
5678,126,2
6135,127,3
5764,127,3
9399,127,3
6186,128,2
6047,128,2
9600,129,2
6277,129,2
7568,130,5
6555,130,5
8341,130,5
9499,130,5
8284,130,5
7592,131,2
6652,131,2
8451,132,3
7596,132,3
7646,132,3
7648,133,2
8254,133,2
7809,134,2
8540,134,2
7898,135,2
7869,135,2
7962,136,2
7963,136,2
8012,137,2
8214,137,2
8258,138,2
8511,138,2
8381,139,2
8383,139,2
8691,140,2
9180,140,2
